ENSRNOT00000094517 ENSRNOG00000064161 TR_V_gene TR_V_gene
ENSRNOT00000100456 ENSRNOG00000003709 protein_coding protein_coding
ENSRNOT00000114438 ENSRNOG00000003709 protein_coding protein_coding
ENSRNOT00000035404 ENSRNOG00000025948 protein_coding protein_coding
ENSRNOT00000116020 ENSRNOG00000006359 protein_coding protein_coding
ENSRNOT00000008525 ENSRNOG00000006359 protein_coding protein_coding
ENSRNOT00000057960 ENSRNOG00000038087 protein_coding protein_coding
ENSRNOT00000005407 ENSRNOG00000004066 protein_coding protein_coding
ENSRNOT00000073603 ENSRNOG00000067327 protein_coding protein_coding
ENSRNOT00000012154 ENSRNOG00000008798 protein_coding protein_coding
ENSRNOT00000003515 ENSRNOG00000002599 protein_coding protein_coding
ENSRNOT00000037752 ENSRNOG00000028404 protein_coding protein_coding
ENSRNOT00000107401 ENSRNOG00000028404 protein_coding protein_coding
ENSRNOT00000109859 ENSRNOG00000028404 protein_coding protein_coding
ENSRNOT00000087991 ENSRNOG00000001973 protein_coding protein_coding
ENSRNOT00000002705 ENSRNOG00000001973 protein_coding protein_coding
ENSRNOT00000028563 ENSRNOG00000021041 protein_coding protein_coding
ENSRNOT00000022610 ENSRNOG00000016863 protein_coding protein_coding
ENSRNOT00000090809 ENSRNOG00000052688 protein_coding protein_coding
ENSRNOT00000094305 ENSRNOG00000067276 protein_coding protein_coding
ENSRNOT00000095408 ENSRNOG00000067276 protein_coding protein_coding
ENSRNOT00000013249 ENSRNOG00000009928 protein_coding protein_coding
ENSRNOT00000002447 ENSRNOG00000046836 protein_coding protein_coding
ENSRNOT00000005400 ENSRNOG00000004003 protein_coding protein_coding
ENSRNOT00000088133 ENSRNOG00000058643 protein_coding protein_coding
ENSRNOT00000089553 ENSRNOG00000014674 protein_coding protein_coding
ENSRNOT00000108461 ENSRNOG00000014674 protein_coding protein_coding
ENSRNOT00000020662 ENSRNOG00000014674 protein_coding protein_coding
ENSRNOT00000019285 ENSRNOG00000014064 protein_coding protein_coding
ENSRNOT00000080142 ENSRNOG00000014064 protein_coding protein_coding
ENSRNOT00000064385 ENSRNOG00000039024 protein_coding protein_coding
ENSRNOT00000098299 ENSRNOG00000039024 protein_coding protein_coding
ENSRNOT00000086286 ENSRNOG00000039024 protein_coding protein_coding
ENSRNOT00000105080 ENSRNOG00000063636 protein_coding protein_coding
ENSRNOT00000025434 ENSRNOG00000018792 protein_coding protein_coding
ENSRNOT00000001874 ENSRNOG00000001389 protein_coding protein_coding
ENSRNOT00000024380 ENSRNOG00000018057 protein_coding protein_coding
ENSRNOT00000005257 ENSRNOG00000003827 protein_coding protein_coding
ENSRNOT00000109014 ENSRNOG00000003827 protein_coding protein_coding
ENSRNOT00000005172 ENSRNOG00000003827 protein_coding protein_coding
ENSRNOT00000112333 ENSRNOG00000068876 protein_coding protein_coding
ENSRNOT00000004007 ENSRNOG00000002949 protein_coding protein_coding
ENSRNOT00000102092 ENSRNOG00000002949 protein_coding protein_coding
ENSRNOT00000001691 ENSRNOG00000001256 protein_coding protein_coding
ENSRNOT00000115534 ENSRNOG00000001256 protein_coding protein_coding
ENSRNOT00000115112 ENSRNOG00000001256 protein_coding protein_coding
ENSRNOT00000108093 ENSRNOG00000001256 protein_coding protein_coding
ENSRNOT00000096458 ENSRNOG00000065335 protein_coding protein_coding
ENSRNOT00000003685 ENSRNOG00000002748 protein_coding protein_coding
ENSRNOT00000113762 ENSRNOG00000002748 protein_coding protein_coding
ENSRNOT00000076995 ENSRNOG00000007367 protein_coding protein_coding
ENSRNOT00000076078 ENSRNOG00000007367 protein_coding protein_coding
ENSRNOT00000076026 ENSRNOG00000007367 protein_coding protein_coding
ENSRNOT00000088581 ENSRNOG00000007367 protein_coding protein_coding
ENSRNOT00000076050 ENSRNOG00000007367 protein_coding protein_coding
ENSRNOT00000044226 ENSRNOG00000007367 protein_coding protein_coding
ENSRNOT00000085052 ENSRNOG00000007367 protein_coding protein_coding
ENSRNOT00000076841 ENSRNOG00000007367 protein_coding protein_coding
ENSRNOT00000002366 ENSRNOG00000001736 protein_coding protein_coding
ENSRNOT00000115694 ENSRNOG00000005123 protein_coding protein_coding
ENSRNOT00000114447 ENSRNOG00000005123 protein_coding protein_coding
ENSRNOT00000006890 ENSRNOG00000005123 protein_coding protein_coding
ENSRNOT00000093900 ENSRNOG00000007053 protein_coding protein_coding
ENSRNOT00000094962 ENSRNOG00000007053 protein_coding protein_coding
ENSRNOT00000119941 ENSRNOG00000007053 protein_coding protein_coding
ENSRNOT00000104273 ENSRNOG00000007053 protein_coding protein_coding
ENSRNOT00000103252 ENSRNOG00000007053 protein_coding protein_coding
ENSRNOT00000009238 ENSRNOG00000007053 protein_coding protein_coding
ENSRNOT00000119049 ENSRNOG00000007053 protein_coding protein_coding
ENSRNOT00000072402 ENSRNOG00000046850 protein_coding protein_coding
ENSRNOT00000108067 ENSRNOG00000032618 protein_coding protein_coding
ENSRNOT00000066104 ENSRNOG00000032618 protein_coding protein_coding
ENSRNOT00000015824 ENSRNOG00000011251 protein_coding protein_coding
ENSRNOT00000047079 ENSRNOG00000034106 protein_coding protein_coding
ENSRNOT00000006106 ENSRNOG00000004470 protein_coding protein_coding
ENSRNOT00000095701 ENSRNOG00000004470 protein_coding protein_coding
ENSRNOT00000089471 ENSRNOG00000001990 protein_coding protein_coding
ENSRNOT00000002724 ENSRNOG00000001990 protein_coding protein_coding
ENSRNOT00000107490 ENSRNOG00000066827 protein_coding protein_coding
ENSRNOT00000111356 ENSRNOG00000002538 protein_coding protein_coding
ENSRNOT00000113950 ENSRNOG00000002538 protein_coding protein_coding
ENSRNOT00000042862 ENSRNOG00000002538 protein_coding protein_coding
ENSRNOT00000003428 ENSRNOG00000002538 protein_coding protein_coding
ENSRNOT00000036151 ENSRNOG00000028415 protein_coding protein_coding
ENSRNOT00000099282 ENSRNOG00000028415 protein_coding protein_coding
ENSRNOT00000078422 ENSRNOG00000002616 protein_coding protein_coding
ENSRNOT00000032092 ENSRNOG00000002616 protein_coding protein_coding
ENSRNOT00000075189 ENSRNOG00000050032 protein_coding protein_coding
ENSRNOT00000038690 ENSRNOG00000010337 protein_coding protein_coding
ENSRNOT00000031625 ENSRNOG00000018168 protein_coding protein_coding
ENSRNOT00000056239 ENSRNOG00000037221 protein_coding protein_coding
ENSRNOT00000014230 ENSRNOG00000010676 protein_coding protein_coding
ENSRNOT00000083233 ENSRNOG00000010676 protein_coding protein_coding
ENSRNOT00000115724 ENSRNOG00000066351 protein_coding protein_coding
ENSRNOT00000019246 ENSRNOG00000014357 protein_coding protein_coding
ENSRNOT00000072193 ENSRNOG00000050758 protein_coding protein_coding
ENSRNOT00000096280 ENSRNOG00000068165 protein_coding protein_coding
ENSRNOT00000075557 ENSRNOG00000068165 protein_coding protein_coding
ENSRNOT00000004330 ENSRNOG00000003237 protein_coding protein_coding
ENSRNOT00000112631 ENSRNOG00000003237 protein_coding protein_coding
ENSRNOT00000105977 ENSRNOG00000003237 protein_coding protein_coding
ENSRNOT00000106232 ENSRNOG00000003237 protein_coding protein_coding
ENSRNOT00000111980 ENSRNOG00000066579 protein_coding protein_coding
ENSRNOT00000104064 ENSRNOG00000066579 protein_coding protein_coding
ENSRNOT00000090085 ENSRNOG00000066579 protein_coding protein_coding
ENSRNOT00000019583 ENSRNOG00000014476 protein_coding protein_coding
ENSRNOT00000080230 ENSRNOG00000014476 protein_coding protein_coding
ENSRNOT00000108816 ENSRNOG00000014476 protein_coding protein_coding
ENSRNOT00000103365 ENSRNOG00000014476 protein_coding protein_coding
ENSRNOT00000113728 ENSRNOG00000014476 protein_coding protein_coding
ENSRNOT00000004289 ENSRNOG00000003114 protein_coding protein_coding
ENSRNOT00000111555 ENSRNOG00000067205 protein_coding protein_coding
ENSRNOT00000095344 ENSRNOG00000067205 protein_coding protein_coding
ENSRNOT00000079745 ENSRNOG00000015423 protein_coding protein_coding
ENSRNOT00000021156 ENSRNOG00000015423 protein_coding protein_coding
ENSRNOT00000111046 ENSRNOG00000066033 protein_coding protein_coding
ENSRNOT00000111141 ENSRNOG00000067866 protein_coding protein_coding
ENSRNOT00000099857 ENSRNOG00000028161 protein_coding protein_coding
ENSRNOT00000106724 ENSRNOG00000028161 protein_coding protein_coding
ENSRNOT00000038993 ENSRNOG00000028161 protein_coding protein_coding
ENSRNOT00000098173 ENSRNOG00000028161 protein_coding protein_coding
ENSRNOT00000113240 ENSRNOG00000062641 protein_coding protein_coding
ENSRNOT00000002728 ENSRNOG00000062781 protein_coding protein_coding
ENSRNOT00000104594 ENSRNOG00000066275 protein_coding protein_coding
ENSRNOT00000074505 ENSRNOG00000066275 protein_coding protein_coding
ENSRNOT00000002428 ENSRNOG00000001782 protein_coding protein_coding
ENSRNOT00000104334 ENSRNOG00000001782 protein_coding protein_coding
ENSRNOT00000035044 ENSRNOG00000025571 protein_coding protein_coding
ENSRNOT00000028557 ENSRNOG00000021031 protein_coding protein_coding
ENSRNOT00000040472 ENSRNOG00000021031 protein_coding protein_coding
ENSRNOT00000091593 ENSRNOG00000014917 protein_coding protein_coding
ENSRNOT00000020330 ENSRNOG00000014917 protein_coding protein_coding
ENSRNOT00000033196 ENSRNOG00000006302 protein_coding protein_coding
ENSRNOT00000119398 ENSRNOG00000006302 protein_coding protein_coding
ENSRNOT00000095128 ENSRNOG00000069319 protein_coding protein_coding
ENSRNOT00000093301 ENSRNOG00000028377 protein_coding protein_coding
ENSRNOT00000093708 ENSRNOG00000028377 protein_coding protein_coding
ENSRNOT00000100950 ENSRNOG00000064024 protein_coding protein_coding
ENSRNOT00000109015 ENSRNOG00000066718 protein_coding protein_coding
ENSRNOT00000084509 ENSRNOG00000054891 protein_coding protein_coding
ENSRNOT00000078960 ENSRNOG00000054891 protein_coding protein_coding
ENSRNOT00000057990 ENSRNOG00000063137 protein_coding protein_coding
ENSRNOT00000075706 ENSRNOG00000045888 protein_coding protein_coding
ENSRNOT00000006423 ENSRNOG00000004821 protein_coding protein_coding
ENSRNOT00000100092 ENSRNOG00000004821 protein_coding protein_coding
ENSRNOT00000102641 ENSRNOG00000067288 protein_coding protein_coding
ENSRNOT00000074494 ENSRNOG00000047045 protein_coding protein_coding
ENSRNOT00000065079 ENSRNOG00000042714 protein_coding protein_coding
ENSRNOT00000013071 ENSRNOG00000009823 protein_coding protein_coding
ENSRNOT00000111000 ENSRNOG00000014372 protein_coding protein_coding
ENSRNOT00000019266 ENSRNOG00000014372 protein_coding protein_coding
ENSRNOT00000103980 ENSRNOG00000063904 protein_coding protein_coding
ENSRNOT00000100464 ENSRNOG00000063904 protein_coding protein_coding
ENSRNOT00000030273 ENSRNOG00000039350 protein_coding protein_coding
ENSRNOT00000027312 ENSRNOG00000027924 protein_coding protein_coding
ENSRNOT00000011539 ENSRNOG00000008668 protein_coding protein_coding
ENSRNOT00000011008 ENSRNOG00000008173 protein_coding protein_coding
ENSRNOT00000107936 ENSRNOG00000008173 protein_coding protein_coding
ENSRNOT00000110335 ENSRNOG00000008173 protein_coding protein_coding
ENSRNOT00000113109 ENSRNOG00000046231 protein_coding protein_coding
ENSRNOT00000074366 ENSRNOG00000046231 protein_coding protein_coding
ENSRNOT00000116181 ENSRNOG00000046231 protein_coding protein_coding
ENSRNOT00000014414 ENSRNOG00000010839 protein_coding protein_coding
ENSRNOT00000102438 ENSRNOG00000010839 protein_coding protein_coding
ENSRNOT00000003180 ENSRNOG00000002340 protein_coding protein_coding
ENSRNOT00000026344 ENSRNOG00000019479 protein_coding protein_coding
ENSRNOT00000093796 ENSRNOG00000066479 protein_coding protein_coding
ENSRNOT00000109715 ENSRNOG00000066479 protein_coding protein_coding
ENSRNOT00000046322 ENSRNOG00000031132 protein_coding protein_coding
ENSRNOT00000108547 ENSRNOG00000062954 protein_coding protein_coding
ENSRNOT00000047347 ENSRNOG00000028238 protein_coding protein_coding
ENSRNOT00000064981 ENSRNOG00000028238 protein_coding protein_coding
ENSRNOT00000119421 ENSRNOG00000028238 protein_coding protein_coding
ENSRNOT00000096343 ENSRNOG00000028238 protein_coding protein_coding
ENSRNOT00000013439 ENSRNOG00000009870 protein_coding protein_coding
ENSRNOT00000036948 ENSRNOG00000022255 protein_coding protein_coding
ENSRNOT00000002427 ENSRNOG00000001781 protein_coding protein_coding
ENSRNOT00000106417 ENSRNOG00000042726 protein_coding protein_coding
ENSRNOT00000116710 ENSRNOG00000042726 protein_coding protein_coding
ENSRNOT00000067996 ENSRNOG00000042726 protein_coding protein_coding
ENSRNOT00000078343 ENSRNOG00000042726 protein_coding protein_coding
ENSRNOT00000091280 ENSRNOG00000056781 protein_coding protein_coding
ENSRNOT00000004969 ENSRNOG00000003703 protein_coding protein_coding
ENSRNOT00000115806 ENSRNOG00000003703 protein_coding protein_coding
ENSRNOT00000118459 ENSRNOG00000012966 protein_coding protein_coding
ENSRNOT00000017686 ENSRNOG00000012966 protein_coding protein_coding
ENSRNOT00000110393 ENSRNOG00000070572 protein_coding protein_coding
ENSRNOT00000107339 ENSRNOG00000070572 protein_coding protein_coding
ENSRNOT00000107001 ENSRNOG00000070572 protein_coding protein_coding
ENSRNOT00000109315 ENSRNOG00000070572 protein_coding protein_coding
ENSRNOT00000111655 ENSRNOG00000004737 protein_coding protein_coding
ENSRNOT00000113999 ENSRNOG00000004737 protein_coding protein_coding
ENSRNOT00000006306 ENSRNOG00000004737 protein_coding protein_coding
ENSRNOT00000003697 ENSRNOG00000002724 protein_coding protein_coding
ENSRNOT00000067566 ENSRNOG00000037620 protein_coding protein_coding
ENSRNOT00000104635 ENSRNOG00000020642 protein_coding protein_coding
ENSRNOT00000028030 ENSRNOG00000020642 protein_coding protein_coding
ENSRNOT00000004477 ENSRNOG00000003280 protein_coding protein_coding
ENSRNOT00000089829 ENSRNOG00000052620 protein_coding protein_coding
ENSRNOT00000084232 ENSRNOG00000052620 protein_coding protein_coding
ENSRNOT00000117041 ENSRNOG00000066982 protein_coding protein_coding
ENSRNOT00000104856 ENSRNOG00000066982 protein_coding protein_coding
ENSRNOT00000028533 ENSRNOG00000024009 protein_coding protein_coding
ENSRNOT00000083198 ENSRNOG00000042193 protein_coding protein_coding
ENSRNOT00000076980 ENSRNOG00000068212 protein_coding protein_coding
ENSRNOT00000107698 ENSRNOG00000016963 protein_coding protein_coding
ENSRNOT00000079452 ENSRNOG00000016963 protein_coding protein_coding
ENSRNOT00000093245 ENSRNOG00000016963 protein_coding protein_coding
ENSRNOT00000093735 ENSRNOG00000016963 protein_coding protein_coding
ENSRNOT00000022822 ENSRNOG00000016963 protein_coding protein_coding
ENSRNOT00000050931 ENSRNOG00000032232 protein_coding protein_coding
ENSRNOT00000097411 ENSRNOG00000001309 protein_coding protein_coding
ENSRNOT00000109897 ENSRNOG00000001309 protein_coding protein_coding
ENSRNOT00000117141 ENSRNOG00000001309 protein_coding protein_coding
ENSRNOT00000001774 ENSRNOG00000001309 protein_coding protein_coding
ENSRNOT00000107215 ENSRNOG00000005417 protein_coding protein_coding
ENSRNOT00000099915 ENSRNOG00000005417 protein_coding protein_coding
ENSRNOT00000007326 ENSRNOG00000005417 protein_coding protein_coding
ENSRNOT00000095346 ENSRNOG00000005417 protein_coding protein_coding
ENSRNOT00000026139 ENSRNOG00000019174 protein_coding protein_coding
ENSRNOT00000099898 ENSRNOG00000019174 protein_coding protein_coding
ENSRNOT00000072098 ENSRNOG00000047768 protein_coding protein_coding
ENSRNOT00000083578 ENSRNOG00000047768 protein_coding protein_coding
ENSRNOT00000004047 ENSRNOG00000003028 protein_coding protein_coding
ENSRNOT00000030857 ENSRNOG00000062817 protein_coding protein_coding
ENSRNOT00000011864 ENSRNOG00000008652 protein_coding protein_coding
ENSRNOT00000116897 ENSRNOG00000022387 protein_coding protein_coding
ENSRNOT00000114686 ENSRNOG00000022387 protein_coding protein_coding
ENSRNOT00000030794 ENSRNOG00000022387 protein_coding protein_coding
ENSRNOT00000070998 ENSRNOG00000050437 protein_coding protein_coding
ENSRNOT00000099934 ENSRNOG00000050437 protein_coding protein_coding
ENSRNOT00000107880 ENSRNOG00000050437 protein_coding protein_coding
ENSRNOT00000049123 ENSRNOG00000062485 protein_coding protein_coding
ENSRNOT00000003177 ENSRNOG00000002322 protein_coding protein_coding
ENSRNOT00000101043 ENSRNOG00000070049 protein_coding protein_coding
ENSRNOT00000101156 ENSRNOG00000063507 protein_coding protein_coding
ENSRNOT00000106141 ENSRNOG00000064222 protein_coding protein_coding
ENSRNOT00000108804 ENSRNOG00000064222 protein_coding protein_coding
ENSRNOT00000080066 ENSRNOG00000056582 protein_coding protein_coding
ENSRNOT00000094058 ENSRNOG00000033910 protein_coding protein_coding
ENSRNOT00000029805 ENSRNOG00000033910 protein_coding protein_coding
ENSRNOT00000005143 ENSRNOG00000003866 protein_coding protein_coding
ENSRNOT00000013542 ENSRNOG00000009902 protein_coding protein_coding
ENSRNOT00000068345 ENSRNOG00000039017 protein_coding protein_coding
ENSRNOT00000104295 ENSRNOG00000039017 protein_coding protein_coding
ENSRNOT00000098332 ENSRNOG00000039017 protein_coding protein_coding
ENSRNOT00000117963 ENSRNOG00000039017 protein_coding protein_coding
ENSRNOT00000059666 ENSRNOG00000039017 protein_coding protein_coding
ENSRNOT00000045504 ENSRNOG00000030351 protein_coding protein_coding
ENSRNOT00000094748 ENSRNOG00000001402 protein_coding protein_coding
ENSRNOT00000001899 ENSRNOG00000001402 protein_coding protein_coding
ENSRNOT00000097090 ENSRNOG00000001402 protein_coding protein_coding
ENSRNOT00000103107 ENSRNOG00000002388 protein_coding protein_coding
ENSRNOT00000003246 ENSRNOG00000002388 protein_coding protein_coding
ENSRNOT00000093901 ENSRNOG00000046258 protein_coding protein_coding
ENSRNOT00000103393 ENSRNOG00000046258 protein_coding protein_coding
ENSRNOT00000106647 ENSRNOG00000046258 protein_coding protein_coding
ENSRNOT00000071848 ENSRNOG00000046258 protein_coding protein_coding
ENSRNOT00000119881 ENSRNOG00000062101 protein_coding protein_coding
ENSRNOT00000010627 ENSRNOG00000062101 protein_coding protein_coding
ENSRNOT00000092961 ENSRNOG00000062101 protein_coding protein_coding
ENSRNOT00000112801 ENSRNOG00000058461 protein_coding protein_coding
ENSRNOT00000084202 ENSRNOG00000058461 protein_coding protein_coding
ENSRNOT00000112060 ENSRNOG00000058461 protein_coding protein_coding
ENSRNOT00000113465 ENSRNOG00000002652 protein_coding protein_coding
ENSRNOT00000065045 ENSRNOG00000002652 protein_coding protein_coding
ENSRNOT00000112634 ENSRNOG00000002652 protein_coding protein_coding
ENSRNOT00000092203 ENSRNOG00000002652 protein_coding protein_coding
ENSRNOT00000103095 ENSRNOG00000002652 protein_coding protein_coding
ENSRNOT00000118524 ENSRNOG00000002652 protein_coding protein_coding
ENSRNOT00000106764 ENSRNOG00000002652 protein_coding protein_coding
ENSRNOT00000094286 ENSRNOG00000002652 protein_coding protein_coding
ENSRNOT00000096456 ENSRNOG00000002652 protein_coding protein_coding
ENSRNOT00000051368 ENSRNOG00000025731 protein_coding protein_coding
ENSRNOT00000115231 ENSRNOG00000069312 protein_coding protein_coding
ENSRNOT00000026268 ENSRNOG00000019427 protein_coding protein_coding
ENSRNOT00000015206 ENSRNOG00000023639 protein_coding protein_coding
ENSRNOT00000112164 ENSRNOG00000063443 protein_coding protein_coding
ENSRNOT00000107216 ENSRNOG00000063443 protein_coding protein_coding
ENSRNOT00000117625 ENSRNOG00000063443 protein_coding protein_coding
ENSRNOT00000113804 ENSRNOG00000063443 protein_coding protein_coding
ENSRNOT00000071226 ENSRNOG00000046196 protein_coding protein_coding
ENSRNOT00000091060 ENSRNOG00000046196 protein_coding protein_coding
ENSRNOT00000119869 ENSRNOG00000046196 protein_coding protein_coding
ENSRNOT00000005791 ENSRNOG00000004341 protein_coding protein_coding
ENSRNOT00000047207 ENSRNOG00000065885 protein_coding protein_coding
ENSRNOT00000101624 ENSRNOG00000068563 protein_coding protein_coding
ENSRNOT00000098650 ENSRNOG00000068563 protein_coding protein_coding
ENSRNOT00000056192 ENSRNOG00000037204 protein_coding protein_coding
ENSRNOT00000111683 ENSRNOG00000005551 protein_coding protein_coding
ENSRNOT00000007484 ENSRNOG00000005551 protein_coding protein_coding
ENSRNOT00000115125 ENSRNOG00000005551 protein_coding protein_coding
ENSRNOT00000004081 ENSRNOG00000024578 protein_coding protein_coding
ENSRNOT00000056539 ENSRNOG00000037364 protein_coding protein_coding
ENSRNOT00000111742 ENSRNOG00000015813 protein_coding protein_coding
ENSRNOT00000081621 ENSRNOG00000015813 protein_coding protein_coding
ENSRNOT00000021158 ENSRNOG00000015813 protein_coding protein_coding
ENSRNOT00000100833 ENSRNOG00000015813 protein_coding protein_coding
ENSRNOT00000094973 ENSRNOG00000015813 protein_coding protein_coding
ENSRNOT00000107459 ENSRNOG00000030318 protein_coding protein_coding
ENSRNOT00000044945 ENSRNOG00000030318 protein_coding protein_coding
ENSRNOT00000112516 ENSRNOG00000030318 protein_coding protein_coding
ENSRNOT00000039850 ENSRNOG00000047606 protein_coding protein_coding
ENSRNOT00000078977 ENSRNOG00000009715 protein_coding protein_coding
ENSRNOT00000013244 ENSRNOG00000009715 protein_coding protein_coding
ENSRNOT00000099625 ENSRNOG00000066838 protein_coding protein_coding
ENSRNOT00000119889 ENSRNOG00000066838 protein_coding protein_coding
ENSRNOT00000107628 ENSRNOG00000066838 protein_coding protein_coding
ENSRNOT00000113454 ENSRNOG00000066838 protein_coding protein_coding
ENSRNOT00000003568 ENSRNOG00000002625 protein_coding protein_coding
ENSRNOT00000095537 ENSRNOG00000002625 protein_coding protein_coding
ENSRNOT00000108019 ENSRNOG00000002625 protein_coding protein_coding
ENSRNOT00000107559 ENSRNOG00000002625 protein_coding protein_coding
ENSRNOT00000051916 ENSRNOG00000002718 protein_coding protein_coding
ENSRNOT00000113012 ENSRNOG00000002718 protein_coding protein_coding
ENSRNOT00000017172 ENSRNOG00000012877 protein_coding protein_coding
ENSRNOT00000082098 ENSRNOG00000028216 protein_coding protein_coding
ENSRNOT00000032566 ENSRNOG00000028216 protein_coding protein_coding
ENSRNOT00000085014 ENSRNOG00000028216 protein_coding protein_coding
ENSRNOT00000100325 ENSRNOG00000028216 protein_coding protein_coding
ENSRNOT00000032518 ENSRNOG00000026420 protein_coding protein_coding
ENSRNOT00000087633 ENSRNOG00000026420 protein_coding protein_coding
ENSRNOT00000115299 ENSRNOG00000063563 protein_coding protein_coding
ENSRNOT00000096764 ENSRNOG00000063563 protein_coding protein_coding
ENSRNOT00000060551 ENSRNOG00000014711 protein_coding protein_coding
ENSRNOT00000094743 ENSRNOG00000014711 protein_coding protein_coding
ENSRNOT00000107486 ENSRNOG00000068845 protein_coding protein_coding
ENSRNOT00000034498 ENSRNOG00000022792 protein_coding protein_coding
ENSRNOT00000108731 ENSRNOG00000022792 protein_coding protein_coding
ENSRNOT00000103120 ENSRNOG00000062855 protein_coding protein_coding
ENSRNOT00000005461 ENSRNOG00000004062 protein_coding protein_coding
ENSRNOT00000113710 ENSRNOG00000004062 protein_coding protein_coding
ENSRNOT00000050469 ENSRNOG00000066161 protein_coding protein_coding
ENSRNOT00000048222 ENSRNOG00000066161 protein_coding protein_coding
ENSRNOT00000002755 ENSRNOG00000002011 protein_coding protein_coding
ENSRNOT00000045301 ENSRNOG00000031859 protein_coding protein_coding
ENSRNOT00000018986 ENSRNOG00000014135 protein_coding protein_coding
ENSRNOT00000112882 ENSRNOG00000046155 protein_coding protein_coding
ENSRNOT00000095427 ENSRNOG00000046155 protein_coding protein_coding
ENSRNOT00000075271 ENSRNOG00000046155 protein_coding protein_coding
ENSRNOT00000094909 ENSRNOG00000004604 protein_coding protein_coding
ENSRNOT00000006225 ENSRNOG00000004604 protein_coding protein_coding
ENSRNOT00000095802 ENSRNOG00000004604 protein_coding protein_coding
ENSRNOT00000113160 ENSRNOG00000013229 protein_coding protein_coding
ENSRNOT00000017879 ENSRNOG00000013229 protein_coding protein_coding
ENSRNOT00000110482 ENSRNOG00000070927 protein_coding protein_coding
ENSRNOT00000033969 ENSRNOG00000024757 protein_coding protein_coding
ENSRNOT00000072393 ENSRNOG00000064044 protein_coding protein_coding
ENSRNOT00000074920 ENSRNOG00000049513 protein_coding protein_coding
ENSRNOT00000004351 ENSRNOG00000003232 protein_coding protein_coding
ENSRNOT00000032782 ENSRNOG00000023760 protein_coding protein_coding
ENSRNOT00000096966 ENSRNOG00000005081 protein_coding protein_coding
ENSRNOT00000098708 ENSRNOG00000005081 protein_coding protein_coding
ENSRNOT00000067317 ENSRNOG00000005081 protein_coding protein_coding
ENSRNOT00000117758 ENSRNOG00000013855 protein_coding protein_coding
ENSRNOT00000064015 ENSRNOG00000013855 protein_coding protein_coding
ENSRNOT00000002727 ENSRNOG00000001992 protein_coding protein_coding
ENSRNOT00000093467 ENSRNOG00000001992 protein_coding protein_coding
ENSRNOT00000090142 ENSRNOG00000058668 protein_coding protein_coding
ENSRNOT00000098463 ENSRNOG00000001300 protein_coding protein_coding
ENSRNOT00000001752 ENSRNOG00000001300 protein_coding protein_coding
ENSRNOT00000102812 ENSRNOG00000001300 protein_coding protein_coding
ENSRNOT00000110480 ENSRNOG00000001300 protein_coding protein_coding
ENSRNOT00000115591 ENSRNOG00000063040 protein_coding protein_coding
ENSRNOT00000111329 ENSRNOG00000063040 protein_coding protein_coding
ENSRNOT00000094591 ENSRNOG00000063040 protein_coding protein_coding
ENSRNOT00000111507 ENSRNOG00000063040 protein_coding protein_coding
ENSRNOT00000012583 ENSRNOG00000009233 protein_coding protein_coding
ENSRNOT00000116707 ENSRNOG00000069658 protein_coding protein_coding
ENSRNOT00000116786 ENSRNOG00000069658 protein_coding protein_coding
ENSRNOT00000052120 ENSRNOG00000033372 protein_coding protein_coding
ENSRNOT00000010462 ENSRNOG00000007111 protein_coding protein_coding
ENSRNOT00000118442 ENSRNOG00000007111 protein_coding protein_coding
ENSRNOT00000010440 ENSRNOG00000007111 protein_coding protein_coding
ENSRNOT00000109464 ENSRNOG00000007111 protein_coding protein_coding
ENSRNOT00000046787 ENSRNOG00000037348 protein_coding protein_coding
ENSRNOT00000041838 ENSRNOG00000049693 protein_coding protein_coding
ENSRNOT00000004722 ENSRNOG00000003424 protein_coding protein_coding
ENSRNOT00000109544 ENSRNOG00000003424 protein_coding protein_coding
ENSRNOT00000117819 ENSRNOG00000003424 protein_coding protein_coding
ENSRNOT00000008544 ENSRNOG00000006255 protein_coding protein_coding
ENSRNOT00000106840 ENSRNOG00000006255 protein_coding protein_coding
ENSRNOT00000013296 ENSRNOG00000009979 protein_coding protein_coding
ENSRNOT00000095620 ENSRNOG00000009979 protein_coding protein_coding
ENSRNOT00000102424 ENSRNOG00000065366 protein_coding protein_coding
ENSRNOT00000093039 ENSRNOG00000007467 protein_coding protein_coding
ENSRNOT00000114566 ENSRNOG00000032869 protein_coding protein_coding
ENSRNOT00000041632 ENSRNOG00000032869 protein_coding protein_coding
ENSRNOT00000094194 ENSRNOG00000068795 protein_coding protein_coding
ENSRNOT00000085933 ENSRNOG00000019584 protein_coding protein_coding
ENSRNOT00000107076 ENSRNOG00000019584 protein_coding protein_coding
ENSRNOT00000006339 ENSRNOG00000019584 protein_coding protein_coding
ENSRNOT00000038874 ENSRNOG00000026087 protein_coding protein_coding
ENSRNOT00000115528 ENSRNOG00000026087 protein_coding protein_coding
ENSRNOT00000014666 ENSRNOG00000010932 protein_coding protein_coding
ENSRNOT00000004372 ENSRNOG00000003264 protein_coding protein_coding
ENSRNOT00000100536 ENSRNOG00000003264 protein_coding protein_coding
ENSRNOT00000111169 ENSRNOG00000067369 protein_coding protein_coding
ENSRNOT00000002679 ENSRNOG00000001953 protein_coding protein_coding
